question,answer
"I'm sorry if this was covered before, but I can't find it anywhere on StackOverflow.

Basically I'm trying to run things that you usually run at a Windows command prompt:

msiexec /i file.msi /q

and other sort of commands from my C program. Is this possible?

Thanks.
","In windows using the Win APIShellExecutewill give you best control of your child process. However the other two methods mentioned by Dave18 and Pablo work as well.
"
"I'm getting errors while compiling with-ansi -pedanticon lines that have// Comment here. Why does this happen?

expected expression before '/' tokenstray '\347' in program

Example codeint someVariable = 0; // Some comment

I have many many errors of these, what is it?
","C89 does not support C++-style comments.
"
"What would be the best way to copy unsigned char array to another?

For example:

```
unsigned char q[1000];
unsigned char p[1000];

strcpy (q,&p);
```

The above code does not work, it gives me error saying ""cannot convert parameter 1 from unsigned char [1000] to char *"".
","As indicated by its name,strcpyworks on C string (which a unsigned char array is not).

You should considermemcpy.
"
"Ie, how to get keystrokes send directly to my program without waiting for the user to press enter.  Basicly I'm trying get something like curses'scbreak()call.  (But I can't use curses due a couple of bugs/misfeatures that I haven't been able to work around.)  This seems like something that should just be a trival escape sequence, but I haven't been able find anything.
","Lookuptermiosand thetcsetattrfunction.
"
"I have a pointer that's holding 100 bytes of data.
i would like to add 5 to every 2nd byte.

example:

```
1 2 3 4 5 6
```

will become:

```
1 7 3 9 5 11
```

Now i know i can do a for loop, is there a quicker way? something like memset that will increase the value of every 2nd byte ?

thanks
","A loop would be the best way. memset() is efficient for setting a contiguous block of memory. Wouldn't be much help for you here.
"
"e.g. quake engines have

```
typedef enum {qfalse, qtrue} qboolean;
```

When one does

```
static qboolean variable;
```

Is the variable's start-up value 0?
","static and global variables are cleared by default, if there is no value assigned at initialization.

In your examplevariablewill have the enum's equivalent of0, i.e.qfalse.
"
"This question already has answers here:What are the best (portable) cross-platform arbitrary-precision math libraries? [closed](5 answers)Closed9 years ago.

I need the fastest library that is available for C++. My platform will be x86 and x86-64 which supports floating points.
","GMPLIB

GMP is a free library for arbitrary precision arithmetic, operating on signed ... C++ class based interface to all of the above.
"
"Which should I use to link for mysqlclient library? What is the difference between them? I can't seem to find the answer. Thanks.
","Newer versions of the MySQL client distributions do not include the ""_r"" version. Some may have a symbolic link from libmyqslclient_r.a to libmyqslclient.a
"
"Closed.This question isoff-topic. It is not currently accepting answers.Want to improve this question?Update the questionso it'son-topicfor Stack Overflow.Closed12 years ago.Improve this question

Please let me know what this C inCprogramming and C++ programming is used for? I'm serious as this question was put in front of me in an interview.
","Nothing at all. It was just the successor of B, which was a stripped-down version of BCPL.
"
"I would like to write a custom GlusterFS Translator for file encryption with AES. Besides this rather rare description:http://europe.gluster.org/community/documentation/index.php/GlusterFS_Contributors_FAQ, is there any other documentation on writing a custom Translator?
","Maybe HekaFS is what you need, it already has a encryption translator.
"
"So I have G++ installed, I can eselycapture from main camera with OpenCV (at least 4 fps). But I also want to capture Live sound from mic. What are my options?
","Take a look atQT for Maemo. It should handle the capturing part. Not sure about openCV though.
"
"I'm having a hard time understanding what the WINAPI tag is with respect to c.

For example:

BOOL WINAPI CreateProcessA( ...);

What exactly is this WINAPI tag, does it have more formal name, and is it part of c or implementation specific?

Sorry if my question is a bit confusing.

Many Thanks!
","It is thecalling convention, normally defined as__stdcallfor Windows.
"
"Is it possible to implement OS independent threading model of User Level Threads (ULT) in C/C++? In other words, can we break down a process logically into ULTs and dynamically make switches in between them?
","Boost.Thread offers a fair amount of abstraction for cross-platform threading.
"
"Which should I use to link for mysqlclient library? What is the difference between them? I can't seem to find the answer. Thanks.
","Newer versions of the MySQL client distributions do not include the ""_r"" version. Some may have a symbolic link from libmyqslclient_r.a to libmyqslclient.a
"
"Closed.This question isoff-topic. It is not currently accepting answers.Want to improve this question?Update the questionso it'son-topicfor Stack Overflow.Closed12 years ago.Improve this question

Please let me know what this C inCprogramming and C++ programming is used for? I'm serious as this question was put in front of me in an interview.
","Nothing at all. It was just the successor of B, which was a stripped-down version of BCPL.
"
"I would like to write a custom GlusterFS Translator for file encryption with AES. Besides this rather rare description:http://europe.gluster.org/community/documentation/index.php/GlusterFS_Contributors_FAQ, is there any other documentation on writing a custom Translator?
","Maybe HekaFS is what you need, it already has a encryption translator.
"
"I need to find the path of where my program is running.
Using argv[0] doesn't seem to work because the program has to be run on the windows console, for example,C:\ >player parameter1 parameter2and I only get player on argv[0].

How can I accomplish this?
","You can use Windows'GetModuleFileNamefunction to obtain the path of the executable by setting thehModuleparameter toNULL.
"
"Is it possible?

```
typedef struct {
    listLink *next;
    listLink *prev;

    void *data;
} listLink;
```
","Yes, with this syntaxis

```
struct list {
    int   value;
    struct list  *next;
};
```

or

```
typedef struct list
{
      int value;
      struct list *next; 
} list;
```
"
"Is there any way to get all opened sockets usingc++? I know thelsofcommand and this is what I'm looking for, but how to use it in ac++application?

The idea is to get the FD of an opened socket by itsportnumber and thepid.
","Just open the files in /proc/net, like /proc/net/tcp, /proc/net/udp, etc.  No need to slog through the lsof sources.  :)
"
"i have to write an high efficiency sock reverse proxy in C/C++, so i was wondering, is there any library/framework to easily handle sockets, proxying, etc just to focus on the main part of the project (not the proxy itself :)) ?

Something like the ACE framework but possibly i little bit smaller and/or proxy oriented ...

Thanks
","libeventis pretty good. ACE is horrible :)
"
"I'm looking for a simple non-validating XML parser in either C or C++.

Several years back I found one that was just a single file solution but I can't find
it anymore.

I'm after some links and suggested ones that are very small and lightweight
ideally suited for an embedded platform.
","Expat

You can work with or without validation and in ""streaming mode"". It is very lightweight.
"
"I'm looking for a simple non-validating XML parser in either C or C++.

Several years back I found one that was just a single file solution but I can't find
it anymore.

I'm after some links and suggested ones that are very small and lightweight
ideally suited for an embedded platform.
","Expat

You can work with or without validation and in ""streaming mode"". It is very lightweight.
"
"if i have a variable from fgets

for example  fgets(question,200,stdin);
how do i determine the size of the variable question without all the trailing blank elemets?
","Usestrlen(3). Was there a question aboutmalloc(3)too?
"
"Suppose there are two threads, the main thread and say thread B(created by main). If B acquired a mutex(say pthread_mutex)  and it has called pthread_exit without unlocking the lock. So what happens to the mutex? Does it become free?
","nope.  The mutex remaines locked.  What actually happens to such a lock depends on its type,  You can read about thathereorhere
"
"```
#define BS 1000
XDR *xdrs;
char buf1[BS];
xdrmem_create(xdrs,buf1,BS,XDR_ENCODE);
```

I followed what the text book said but whenever I ran my program, it has segmentation fault.
I think there is problem with xdrmem_create. Has anybody here been successful when using this function?

(I'm using Ubuntu 10.10)
","You didn't initialize the pointer.  Fix:

```
XDR stream;
xdrmem_create(&stream, buf1, BS, XDR_ENCODE);
```
"
"Suppose there are two threads, the main thread and say thread B(created by main). If B acquired a mutex(say pthread_mutex)  and it has called pthread_exit without unlocking the lock. So what happens to the mutex? Does it become free?
","nope.  The mutex remaines locked.  What actually happens to such a lock depends on its type,  You can read about thathereorhere
"
"```
#define BS 1000
XDR *xdrs;
char buf1[BS];
xdrmem_create(xdrs,buf1,BS,XDR_ENCODE);
```

I followed what the text book said but whenever I ran my program, it has segmentation fault.
I think there is problem with xdrmem_create. Has anybody here been successful when using this function?

(I'm using Ubuntu 10.10)
","You didn't initialize the pointer.  Fix:

```
XDR stream;
xdrmem_create(&stream, buf1, BS, XDR_ENCODE);
```
"
"This is my code:

```
int a1[][3]={{1,2,3,4,5,6},{4,5,6,5}};

int (*q)[3];

q=a1;
```

qis a pointer to an array of 3 integers. Buta1does not comply withq's type. Yet the assignment works and no error comes.

Can anyone explain why?
","The types do comply.a1is an array of length-3 arrays of ints.qis a pointer to a length-3 array of ints.  An array decays to a pointer in most circumstances; this is one of them, so everything's fine!
"
"What does the following code fragment (in C) print?

```
int a = 033;
printf(""%d"", a + 1);
```
","033is anoctal integer literaland its value is8*3+3 = 27. Your code prints28.

An integer literal that starts with a0is octal. If it starts in0xit's hexadecimal.

By the way, for an example's sake

```
int x = 08; //error
```

is a compile-time error since8is not an octal digit.
"
"Is there any algorythm to sort an array of float numbers in one cycle?
","If you mean one pass, then no. Sorting generally requires either O(N log N). Single-pass implies O(N).

Radix sort takes O(N*k) with average key-length k. Even though it's linear time, it requires multiple passes. It is also not usually suitable for sorting floats.
"
"I'am doing a program that deals with connecting to mysql server and accessing or writing data. I am wondering whether to do the connector part using connector for c or c++. I have heard that c connector is more stable than the c++ connector. Please do help me choose..
MySQL Connector/C or MySQL Connector/C++?
","Go with the language you're the most comfortable with, and use the connector for that language.
"
"I did the opposite by mistake and now i can't go back to the java enviorment.
anyoune knows how?
thanks.
","There should be a button in the top right corner for changing perspectives.



You can also get to it through theWindow > Open Perspectivemenu.
"
"So how to create a function to return nearest up so nearest to 9 9+ 1 to given int leaving no remainder when divided by 2 int?
","To round to the nearest int:

```
number+=(number & 1)
```
"
"I'am doing a program that deals with connecting to mysql server and accessing or writing data. I am wondering whether to do the connector part using connector for c or c++. I have heard that c connector is more stable than the c++ connector. Please do help me choose..
MySQL Connector/C or MySQL Connector/C++?
","Go with the language you're the most comfortable with, and use the connector for that language.
"
"I did the opposite by mistake and now i can't go back to the java enviorment.
anyoune knows how?
thanks.
","There should be a button in the top right corner for changing perspectives.



You can also get to it through theWindow > Open Perspectivemenu.
"
"I did the opposite by mistake and now i can't go back to the java enviorment.
anyoune knows how?
thanks.
","There should be a button in the top right corner for changing perspectives.



You can also get to it through theWindow > Open Perspectivemenu.
"
"So how to create a function to return nearest up so nearest to 9 9+ 1 to given int leaving no remainder when divided by 2 int?
","To round to the nearest int:

```
number+=(number & 1)
```
"
"Is there aplatform-independentway to measure time up to micro seconds using C standard library?
","The precision of the measurement depends on the operating system, unfortunately.
"
"It's difficult to tell what is being asked here. This question is ambiguous, vague, incomplete, overly broad, or rhetorical and  cannot be reasonably answered in its current form. For help clarifying this question so that it can be reopened,visit the help center.Closed12 years ago.

Diagram and program code in c is necessary.
","http://www.codeproject.com/KB/recipes/ReverseLinkedList.aspx

It's also on Google.
"
"This is my code:

```
wchar_t wbuffer[512];
   wchar_t* wc = (wchar_t*) malloc(buffer_size);
   int buflen = 0;

// ... stuff


// inside the while loop
   wbuffer[buflen] = (wchar_t)wc;
```

what is wrong with this?
","Dereference wc within your loop.

```
wbuffer[buflen] = *wc;
```
"
"Is there any way to find a unique hardware ID to a computer in C?

(Windows)
","How exactly would you define the ""computer""?

The CPU?  What about the same CPU in a different MoBo?The MoBo?  What if it gets a new BIOS? a new CPU?The graphics card?  What if the machine has more than 1 GPU? and it gets upgraded?

Once you define exactly what you're asking, you'll be much closer to an answer
"
"I need to modify trackers in torrent files using C, What type of encoding do they use?? When I just print characters in ascii they print gibberish.
Or is there a direct way of adding trackers to a torrent file using C?
","Have you tried documenting yourself regarding .torrent file format ? TheWikipedia articleseems to be pretty complete on this question.
"
"I am reusing a legacy C library in an iOS app and in an Android app. I want to customize some macro definitions (e.g. for logging). Are there standard defines to check for (using #ifdef) whether the code is being compiled for iOS or Android/NDK?
","__ANDROID__orANDROIDfor Android (compilation with the NDK)
and__APPLE__on Apple platforms (iOS or OSX)
"
"I'm desperately looking for some C sample source code that describes how to implement a HID client using Bluez. More specifically, I would like to know how to write an application that sends keyboard inputs over bluetooth to another Linux system. (Really, the fact that the receiver is running Linux/Bluez shouldn't matter.)

-Cheers
","hidclienthttp://anselm.hoffmeister.be/computer/hidclient/index.html.en?
"
"I'm searching for theomp.hfile for using it in eclipse. I failed to find it in openmp.org.

Where do I findomp.h?

thanks.
","Under Linux, you can find a file by

```
locate omp.h
```

Have you tried to simply use it with

```
#include <omp.h>
```

and add the openmp flag to your g++ compiler flag?

```
g++ -fopenmp sample.c
```
"
"I was wondering if the WinAPI or something has a way to get the raw data from a USB device, or something that would lead me in the right direction for this sort of thing.

for example, for an midi device, this data might be the velocity, and which note was hit.

Thanks
","Not directly but you can now useusblibon windows
"
"I need to modify trackers in torrent files using C, What type of encoding do they use?? When I just print characters in ascii they print gibberish.
Or is there a direct way of adding trackers to a torrent file using C?
","Have you tried documenting yourself regarding .torrent file format ? TheWikipedia articleseems to be pretty complete on this question.
"
"I am reusing a legacy C library in an iOS app and in an Android app. I want to customize some macro definitions (e.g. for logging). Are there standard defines to check for (using #ifdef) whether the code is being compiled for iOS or Android/NDK?
","__ANDROID__orANDROIDfor Android (compilation with the NDK)
and__APPLE__on Apple platforms (iOS or OSX)
"
"I'm desperately looking for some C sample source code that describes how to implement a HID client using Bluez. More specifically, I would like to know how to write an application that sends keyboard inputs over bluetooth to another Linux system. (Really, the fact that the receiver is running Linux/Bluez shouldn't matter.)

-Cheers
","hidclienthttp://anselm.hoffmeister.be/computer/hidclient/index.html.en?
"
"I'm searching for theomp.hfile for using it in eclipse. I failed to find it in openmp.org.

Where do I findomp.h?

thanks.
","Under Linux, you can find a file by

```
locate omp.h
```

Have you tried to simply use it with

```
#include <omp.h>
```

and add the openmp flag to your g++ compiler flag?

```
g++ -fopenmp sample.c
```
"
"I was wondering if the WinAPI or something has a way to get the raw data from a USB device, or something that would lead me in the right direction for this sort of thing.

for example, for an midi device, this data might be the velocity, and which note was hit.

Thanks
","Not directly but you can now useusblibon windows
"
"I may have missed something but I see here on header files all kinds of functions to move text around in C++ but not on the C API. How is it done?

EDIT: Pixmap fonts for example.
","TryglTranslatef()orglRasterPos2f().

Also, what documentation are you looking at?I'm not seeing any positioning functionality.
"
"I have two C files. I want to declare a variable in one, then be able to access it from another C file. My definition of theexamplestring might not be perfect, but you get the idea.

```
//file1.c

char *hello=""hello"";
```



```
//file2.c

printf(""%s"",hello);
```
","```
// file1.h
#ifndef FILE1_H
#define FILE1_H
extern char* hello;

#endif


// file1.c
// as before


// file2.c
#include ""file1.h""
// the rest as before
```
"
"If I have

```
char input[50] = ""xFFFF"";
int a;
```

How can I store the numerical value of input in a?
the language is C.
","One way to do it might be:

```
if (sscanf(input, ""x%x"", &a) == 0) {
    /* matching failed */
}
```

If your input uses a real hex specifier (like ""0xFFFF"") you can just use %i:

```
if (sscanf(input, ""%i"", &a) == 0) {
    /* matching failed */
}
```
"
"I have a c program with say n number of for loops. How many processes and child processes will be running for this program and how?
","A for loop does not fork a new process. N number of for loop should run in a single process.
"
"I have to call a c function declared in a lib file from c++. What instructions/attributes/configuration I have to set for this?
","Do you have a header file for the library? If so it should have

```
extern ""C"" {
blah blah
}
```

stuff in it to allow it to be used by C programs. If not, then you can put that around the include statement for the header in your own code. E.g.

```
extern ""C"" {
    #include ""imported_c_library.h""
}
```
"
"I need to intake a number like: 200939915

After doing this, which I know how, I need to remove the first number so it becomes: 00939915

What is the best way to do this?
","```
char *c = ""200939915"";
char *d = c + 1;
```
"
"I need to intake a number like: 200939915

After doing this, which I know how, I need to remove the first number so it becomes: 00939915

What is the best way to do this?
","```
char *c = ""200939915"";
char *d = c + 1;
```
"
"```
#include <semaphore.h>


sem_t mutex;


int main (int argc, char * argv[])
{



sem_init (&mutex,0,1); 

}
```

I'm getting:

```
/tmp/ccAMFxDX.o: In function `main':
programaservidor.c:(.text+0x86): undefined reference to `sem_init'
collect2: ld returned 1 exit status
```
","Per the sem_init() man page

Link with -lrt or -pthread.

As ingcc your_code.c -lpthread -o your_code
"
"To use pthreads, I used as input a char* that was cast to void* as input. If it's later cast to (char*) it can be printed and used normally ( (char*)var ). However, if one does (char*)var[i], where 'i' will help us reference a character, it doesn't. Why?

e.g. MS says 'expression must be a pointer to a complete object type'.
","Because of operator precedence: the cast comes after the subscript operator.

You have to write((char*)var)[i];.
"
"Is there any way to speed up getting an array size in C?

Typing outsizeof(array)/sizeof(int)every time gets old.  Do any C libraries have something like.lengthor is there some way I can definesizeof(array)/sizeof(int)as a shorter constant of some sort (possible also using dot notation)?
","You can usesizeof(array)/sizeof(*array)and make a macro.

```
#define length(array) (sizeof(array)/sizeof(*(array)))
```
"
"I have been looking through the Lua source code, and I think that is how it works.
","Lua and C use a stack to exchange arguments. Many script languages use this way to communicate with C program.
"
"I am trying to debug a file that has had its symbols stripped. I have headers for the file, with offsets for each function, and was wondering if it was possible to create a DSYM file using these headers. I cannot set breakpoints on the offsets because the file is a plugin, so the functions are mapped to a different location in memory.
","Simply put, it is not.
"
"I am working with graphics in C. I find thinking about the pixel locations terrible and I am in need of a tool where I can draw images and it gives me the pixel location of that point. Please guide me.
","Paint that comes with Windows provides pixel locations in its status bar.
"
"How to print the environment variables in a C program usingenviron.

```
extern char **environ
```
","```
#include <unistd.h>
#include <stdio.h>

extern char **environ;
//...

int i = 0;
while(environ[i]) {
  printf(""%s\n"", environ[i++]); // prints in form of ""variable=value""
}
```
"
"Common programs like gcc, rm, cp etc. seem to follow a pattern in reporting their errors like this:

program: error

For instance:

```
$ gcc
gcc: no input files
```

Is there some standard function or macro I should call from within my own C programs to report errors in a standard fashion?
","There are no macros (that I know of).  But, here's the relevantstandardfor formatting error output.
"
"I have a file called ""main.c"".  Whats the simplest Makefile I can have to compile this file into an executable that I can run like./blah?
","```
all:
     gcc -o blah main.c
```

You don't need makefile here, simple shell script is OK.
"
"I have been looking through the Lua source code, and I think that is how it works.
","Lua and C use a stack to exchange arguments. Many script languages use this way to communicate with C program.
"
"I am trying to debug a file that has had its symbols stripped. I have headers for the file, with offsets for each function, and was wondering if it was possible to create a DSYM file using these headers. I cannot set breakpoints on the offsets because the file is a plugin, so the functions are mapped to a different location in memory.
","Simply put, it is not.
"
"I am working with graphics in C. I find thinking about the pixel locations terrible and I am in need of a tool where I can draw images and it gives me the pixel location of that point. Please guide me.
","Paint that comes with Windows provides pixel locations in its status bar.
"
"How to print the environment variables in a C program usingenviron.

```
extern char **environ
```
","```
#include <unistd.h>
#include <stdio.h>

extern char **environ;
//...

int i = 0;
while(environ[i]) {
  printf(""%s\n"", environ[i++]); // prints in form of ""variable=value""
}
```
"
"Common programs like gcc, rm, cp etc. seem to follow a pattern in reporting their errors like this:

program: error

For instance:

```
$ gcc
gcc: no input files
```

Is there some standard function or macro I should call from within my own C programs to report errors in a standard fashion?
","There are no macros (that I know of).  But, here's the relevantstandardfor formatting error output.
"
"I saw this function in thelua.cfile calleddotty(). I have a feeling that it takes line-by-line input, is this correct?
","That's correct, it's basically theREPL.

That function technically works on a chunk-by-chunk basis. Theloadlinefunction does the actual line-by-line input, until it gets a complete chunk to execute.
"
"ulimit -s shows the defaultstacksizelimit.

Is there a startup defaultheapsize ?
","no

in 32-bit Linux, every process see a continuous 4GB space.  most of it isn't mapped to real RAM, but gets mapped on usage.

in 64-bit it's similar but much bigger.
"
"I am studying for an OS quiz and I did not understand what output

```
if(fork())
    fork()
```

will produce.  Can someone explain?

I didn't understand this line:

```
if(fork())
```

Edit:

What I meant with ""output"" is how many processes will be there if this code was executed.

Sorry I'm a bit dizzy after studying.
","Here's a hint:if (fork())is just a short way of writingif (fork() != 0).
"
"How do I get the output from the following:

```
lua_pushstring(L,""print(i)"");
lua_call(L,0,0);
```
","If you want to run arbitrary Lua code from C, what you need to use isluaL_dostring, as in this question:C & Lua: luaL_dostring return value

Edit: please note that Lua's defaultprintfunction will still print its output straight to the console. You will need to redirect stdout in some way (probably to a pipe) if you want to capture its output.
"
"I am using Xcode (mac) and I want to import my own header file inside of a C project. How do I do this?
","With your project open, go to theProjectmenu, chooseAdd to Project..., browse to the header file you want to add, on the next dialog click thecopy into destination group's folder(assuming the file is NOT within your project's path), then click theAddbutton. The file will now appear within your project.
"
"In my programming project I want to parse command line attributes using flex/bison. My program is called like this:

```
./prog -a ""(1, 2, 3)(4, 5)(6, 7, 8)"" filename
```

Is it possible to parse this string using flex/bison without writing it to a file and parsing that file?
","See this questionString input to flex lexer
"
"I am aware thatfoo[bar]is equal to*(foo + bar), but what is*foo[bar]equal to, such as accessing*argv[2]? I am somewhat confused in understanding this, I assumed maybe something like*(*(foo) + bar)but am unsure..

I apologize if this is a simple answer.
","*a[b]is equivalent to*(a[b])due to C and C++ precedence rules. so*a[b]is equivalent to**(a+b)
"
"Is it possible for a program written in C (or assembly) and is linked with c stdlib using gcc to print the address of its entry? (Since the _start symbol denotes the program entry actually i ask if its possible to print the address of that symbol from inside the main function without using parsing of ELF executable file.)?
","I question why you need to do this, but have you tried usingdlsymfor your purposes?
"
"I want to define a constant string containing non printable characters in C. For e.g - Let say I have a string

```
char str1[] ={0x01, 0x05, 0x0A, 0x15};
```

Now I want to define it like this

```
char *str2 = ""<??>""
```

What should I write in place of<??>do define an string equivalent tostr1?
","You can use""\x01\x05\x0a\x15""
"
"Where to search for free C/C++ libraries?
","trySourceforge

avoidGPL, as they aren't really free and are spreading like a virus through the rest of your project

useLGPL
"
"Hey all, I need to compare a double inside an if statement. If the double has no value/is equal to zero, it should do nothing. Otherwise it should do something.

My if statement if (doubleNameHere > 0) doesn't work.

Obviously I'm missing something fundamental here, any ideas?
","Sorry all, it turns out that it wasn't set to zero, it was equal to another blank double value. I started it at zero and it was fine.
"
"How would I load a chunk of Lua code as acharand run it using this function? If not, what other function can I use and how doeslua_load()work?
","UseluaL_dofileandluaL_dostringto load and run Lua code. Read their definitions inlauxlib.hto see how these are implemented in terms of lower-level primitives.
To learn howlua_loadworks, read the code ofluaL_loadfileandluaL_loadstring.
"
"If I define a function in filefunc1.c, and I want to call it from filecall.c. How can I accomplish this task?
","You would put a declaration for the function in the filefunc1.h, and add#include ""func1.h""incall.c.  Then you would compile or linkfunc1.candcall.ctogether (details depend on which C system).
"
"How do I generate all possible permutations of a list of numbers in C?

As an example,[1, 8, 12]would generate

```
[1, 12, 8],
[12, 8, 1],
[12, 1, 8], ...
```
","Have a look at thisJohnson-Trotter Algorithmand applet it is exactly what you want.
"
"I'm confused in this program how the value of x=320 ...

```
#include<stdio.h>
 int a=5;
int main(){
    int x;
    x=~a+a&a+a<<a;
    printf(""%d"",x);
    return 0;
}
```

http://codepad.org/UBgkwdYl

hoping for quick and positive response..
","This is evaluated like this:

```
x = ((~a) + a) & ((a + a) << a);
```

You should review the C operator precedence tables.
"
"would it make any difference if i use c-style functions to search an array or cstring?
","In a character string (cstring), the NULL character at the end acts as a sentinel, to signify the end of the search.

If it's an array of characters without the terminating NULL character, then you had better know the length of the string, to avoid overflow.
"
"XL Compiler of AIX seems to have the-qfuncsectoption which places each function in a seperate object control section with the effect that when the final executable is created it helps in removing unwanted functions.

Is there an equivalent option for the same in gcc? I am unable to find the same.
","```
-ffunction-sections
-fdata-sections
```

http://gcc.gnu.org/onlinedocs/gcc-4.0.4/gcc/Optimize-Options.html
"
"```
enum FileOpenFlags
{
    FileOpenFlags_Create = 1,
    FileOpenFlags_Truncate = 2,
};


FileOpenFlags flags = FileOpenFlags_Create | FileOpenFlags_Truncate;
```

Is it true the return type ofenum |is alsoenum??
","No, the above expression will have the typeint. However, sinceenums convert to and fromintwithout problems, it's then implicitly converted back toenumfor the store.

See alsothis comp.lang.c FAQ entry.
"
"I am usinglibcurlto create an http connection to anamfphpserver. Do I have to set the content type to any specific format? I noticed there is a option calledAMFPHP_CONTENT_TYPEin PHP cURL but I couldn't find a corresponding value inC.
","Found it. I have to addContent-type: application/x-amfto thePOSTheader.
"
"I'm interested in reviewing some of the functions included in the string library for c, but I can't find the source code (literally, i.e. functions and all) online and I have no idea where to find it.

Thanks.

EDIT:

thelink provided by pmgshows those functions divided into c files, so it's about what I needed. Thanks.
","Take a look atredhat glibc. It appears to be somewhat current.
"
"Can you tell me what is the meaning of "" Java-class-file loader library in C""?

It's a homework assignment and I am not sure how I should approach it.

Update:I just found out a link ongithubwhich exactly defines the topic but I still need some help to figure out what exactly this means?
","I suppose it's about a C library which provides an API for loading Java .class files. This should be possible usingJNI.
"
"On this link I came acrosshttp://lxr.linux.no/#linux+v2.6.36/include/linux/pci.h#L299integer declarationunsigned int    is_added:1;I have made C programs and declared integers in them but in the above I see use of:What sort of syntax is that?
","I think you have come across abit-field:)
"
"I was wondering if there are some recommendedread-eval-print loop (REPL)respectively for

(1) C++

(2) C

(3) Java

Thanks!
","C and C++

You can use CERN'scint.

Java

You can useBeanShell, or if you don't care so much about having Java syntax (e.g. your goal is just to make sure theclassesdo what you want), you can use Groovy, Scala, JRuby, or Jython.
"
"I have an integer, retrieved from a file using fscanf.
How do I write this into a binary file as a two-byte integer in hex?
","This will write a short integer to a binary file.  The result is 2 bytes of binary data (Endianness dependent on the system).

```
int main(int argc, char* argv[])
{
   short i;
   FILE *fh;

   i = 1234;
   fh = fopen( argv[1], ""wb"" );
   fwrite( &i, sizeof( i ), 1, fh );
   fclose(fh);

}
```
"
"What is the best (shortest) way to read the next non-blank (not space/newline/tab) character from a file in a C program?

I realize I could probably use gets followed by strtok, but it seems like there has to be something more concise.

If so, let me know; if not, let me know that too.

Thanks.
","```
char c;
fscanf(f, "" %c"", &c);
```

OR

```
int c;
while (isspace(c=fgetc(f)));
```
"
"I'm trying to make a Lua compiler for Mac OSX with an interface written in Objective-C and the Lua source code written in C.
","You already are combining C and Objective C.  No extra effort is needed.
"
"How can I make a control using bitmaps which changes when I drag with the mouse (e.g. a rotating knob)? And this using the Win32 API?
","Write code to recognize the WM_MOUSEWHEEL message in your control's window procedure.
"
"I have

char aa[] = { ""Hello, !"" };

char bb[] = { ""World"" };

How to insert bb into aa the most efficiently with cstring ?
","allocate big enough buffer (malloc/new[])copy the first part of the aa string into the buffer (strncpy/memcpy)copy the bb string (strcpy/memcpy)copy the rest of the aa string (strncpy/memcpy)
"
"How could I make a line of code that would exit out of my program after input is given by the user for a specific word?

the psuedo-code of what I have is as follows:

take input;

compare (input) to exit word;

if input is same as exit word

exit the program <------- help here;

else

rest of program;
","If the code is inside main, you can simply usereturnif somewhere else useexit
"
"I need one server to receive ip requests from clients(there are not in the same intranet), and I can

route all the response packets to a special gateway server, and then I send the response packages to

clients after some processing. it is like VPN, but I want to do some development based one

opensource project, so i can control it myself.

any suggestion? thanks!
","There isOpenVPNwhich is as the name already suggests open source.
"
"How in C can we read and makeDWORDvariables with a low and high word and low and high byte?
","WinAPI provides macros for the manipulations of these types, such as:

HIWORDLOWORDMAKELPARAM
"
"How would I get a string representation of a web page's source from URL in C?
","If you just want to download it,libcurlis a pretty nifty library for fetching files from many different kinds of servers, including HTTP.
"
"I know i can set an alarm to ""go off"" with a SIGALRM after a specified amount of time usingalram(numberOfSeconds)what i am looking to do is to raise the SIGALRM immediately.

Any help would be greatly appreciated.
","raise(SIGALRM);
"
"If I call:

```
./program hello world
```

then:

```
argc would be 3.
argv[0] would be ""./program"".
argv[1] would be ""hello"".
argv[2] would be ""world"".
```

What's the purpose of passing ""./program"" as an argument? In fact, it's not an argument at all!
","You can make symbolic links to the same binary. Depending on what link you use, you will get different behaviour. Busybox is an example of this.
"
"given a pointer to unsigned char value,*ptr.

How to copy its whole value to new char valuechar buff;in a correct way (malloc etc), without looping for each character? Any way to retreive the memory amount currently allocated for the pointer value?
","If you really have a single character:

```
char buff = (char)*ptr;
```

If you have a string which i assume as you are talking about looping over characters:

```
char *buff = strdup(ptr);
```
"
"How would I get a string representation of a web page's source from URL in C?
","If you just want to download it,libcurlis a pretty nifty library for fetching files from many different kinds of servers, including HTTP.
"
"I know i can set an alarm to ""go off"" with a SIGALRM after a specified amount of time usingalram(numberOfSeconds)what i am looking to do is to raise the SIGALRM immediately.

Any help would be greatly appreciated.
","raise(SIGALRM);
"
"If I call:

```
./program hello world
```

then:

```
argc would be 3.
argv[0] would be ""./program"".
argv[1] would be ""hello"".
argv[2] would be ""world"".
```

What's the purpose of passing ""./program"" as an argument? In fact, it's not an argument at all!
","You can make symbolic links to the same binary. Depending on what link you use, you will get different behaviour. Busybox is an example of this.
"
"given a pointer to unsigned char value,*ptr.

How to copy its whole value to new char valuechar buff;in a correct way (malloc etc), without looping for each character? Any way to retreive the memory amount currently allocated for the pointer value?
","If you really have a single character:

```
char buff = (char)*ptr;
```

If you have a string which i assume as you are talking about looping over characters:

```
char *buff = strdup(ptr);
```
"
